Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
899,Kingsley Fobi\Kingsley-Fobi,gh GHA,DF,Granada,es La Liga,21,1998,0.5,16.0,24.0,66.7,254.0,136.0,8.00,12.0,66.7,8.00,12.0,66.7,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,Matches
900,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,eng Premier League,20,2000,18.0,38.2,46.6,82.0,580.7,123.2,22.3,24.6,90.7,12.4,14.8,83.9,2.33,4.83,48.3,0.28,0.23,0.05,1.89,2.22,1.33,0.11,3.33,Matches
901,Mamadou Fofana\Mamadou-Fofana,ml MLI,MFDF,Metz,fr Ligue 1,22,1998,11.9,31.7,37.7,84.0,640.3,182.9,11.3,12.7,88.7,15.2,17.1,88.7,4.79,7.31,65.5,0.00,0.01,-0.01,0.17,0.76,0.00,0.00,1.18,Matches
902,Seko Fofana\Seko-Fofana,ci CIV,MF,Lens,fr Ligue 1,25,1995,25.7,41.7,48.6,85.8,707.5,126.4,21.0,23.7,88.4,16.5,18.7,88.5,3.58,4.71,76.0,0.12,0.09,0.03,1.01,2.68,0.70,0.12,3.39,Matches
903,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,eng Premier League,19,2000,25.1,58.7,66.6,88.2,1237.3,331.0,18.2,19.8,91.6,30.1,32.5,92.5,10.0,13.3,75.7,0.00,0.01,-0.01,0.24,4.46,0.04,0.00,3.11,Matches
904,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2000,3.5,42.3,52.6,80.4,868.9,307.7,13.4,15.4,87.0,22.9,24.3,94.1,5.71,11.4,50.0,0.00,0.00,0.00,0.29,2.00,0.00,0.00,3.14,Matches
905,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Monaco,fr Ligue 1,21,1999,31.9,45.4,53.6,84.7,915.8,206.2,16.6,18.5,89.8,20.9,23.4,89.3,7.18,10.3,70.0,0.09,0.07,0.02,0.91,4.86,0.94,0.09,5.08,Matches
906,Thomas Foket\Thomas-Foket,be BEL,DF,Reims,fr Ligue 1,25,1994,36.9,41.7,52.3,79.7,791.7,264.7,16.7,18.8,89.2,19.6,23.4,83.8,4.99,8.37,59.5,0.08,0.05,0.04,0.73,1.90,0.73,0.41,2.90,Matches
907,Ramón Folch\Ramon-Folch,es ESP,MF,Elche,es La Liga,30,1989,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
908,Lamine Fomba\Lamine-Fomba,fr FRA,MF,Nîmes,fr Ligue 1,22,1998,24.2,24.5,29.8,82.4,400.7,89.2,13.0,14.9,87.3,8.31,9.83,84.5,2.36,3.47,67.9,0.04,0.04,0.00,0.66,1.57,0.45,0.00,1.78,Matches
909,Thomas Fontaine\Thomas-Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29,1991,3.6,24.7,27.8,89.0,526.1,238.6,6.94,7.78,89.3,12.5,13.1,95.7,4.44,5.83,76.2,0.00,0.00,0.00,0.00,1.11,0.00,0.00,1.11,Matches
910,José Fontán\Jose-Fontan,es ESP,DF,Celta Vigo,es La Liga,20,2000,7.2,38.6,47.2,81.8,752.1,247.5,13.2,14.2,93.1,21.0,23.8,88.3,3.89,7.78,50.0,0.00,0.00,0.00,0.00,3.19,0.28,0.00,4.03,Matches
911,José Fonte\Jose-Fonte,pt POR,DF,Lille,fr Ligue 1,36,1983,35.4,59.8,66.0,90.6,1302.2,375.7,17.4,18.8,92.6,30.2,31.9,94.7,11.8,14.5,81.5,0.00,0.01,-0.01,0.28,3.56,0.23,0.08,3.59,Matches
912,Fernando Forestieri\Fernando-Forestieri,it ITA,FWMF,Udinese,it Serie A,30,1990,6.1,25.6,33.0,77.6,372.5,85.2,14.9,17.2,86.7,8.03,10.2,79.0,1.31,2.30,57.1,0.16,0.23,-0.07,1.48,1.64,1.64,0.66,2.62,Matches
913,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,eng Premier League,24,1996,28.6,29.8,38.5,77.3,492.1,143.4,15.9,18.3,87.0,10.6,13.5,78.0,2.73,4.69,58.2,0.14,0.09,0.05,1.05,2.52,1.12,0.17,3.78,Matches
914,Emil Forsberg\Emil-Forsberg,se SWE,FWMF,RB Leipzig,de Bundesliga,28,1991,17.1,27.3,35.3,77.4,424.7,101.2,15.6,18.3,85.3,8.19,9.82,83.3,2.46,4.62,53.2,0.23,0.31,-0.08,1.93,2.16,1.46,0.06,2.92,Matches
915,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,32,1988,8.0,19.3,34.3,56.2,566.5,372.5,4.75,4.75,100.0,6.88,7.38,93.2,6.88,21.1,32.5,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,Matches
916,Philipp Förster\Philipp-Forster,de GER,FWMF,Stuttgart,de Bundesliga,25,1995,16.8,33.6,42.4,79.1,540.7,168.9,17.5,20.8,84.2,12.3,14.8,83.5,2.74,4.23,64.8,0.06,0.15,-0.10,1.55,2.80,1.85,0.12,5.48,Matches
917,Steven Fortes\Steven-Fortes,cv CPV,DF,Lens,fr Ligue 1,28,1992,15.9,51.3,58.1,88.2,1174.6,329.5,12.1,13.3,91.0,27.4,29.9,91.8,11.5,14.3,80.6,0.00,0.01,-0.01,0.13,2.70,0.00,0.00,3.46,Matches
918,Yassin Fortune\Yassin-Fortune,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,15.0,20.0,75.0,195.0,10.0,5.00,5.00,100.0,5.00,5.00,100.0,0.00,5.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
919,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,22,1998,0.9,72.2,83.3,86.7,1188.9,286.7,33.3,37.8,88.2,35.6,37.8,94.1,3.33,6.67,50.0,0.00,0.33,-0.33,2.22,4.44,1.11,1.11,1.11,Matches
920,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,22,1998,4.5,67.6,78.2,86.4,1261.6,447.3,28.9,30.0,96.3,30.4,33.8,90.1,7.78,12.9,60.3,0.00,0.02,-0.02,0.67,6.67,1.33,0.44,6.44,Matches
921,Daam Foulon\Daam-Foulon,be BEL,DF,Benevento,it Serie A,21,1999,11.3,29.9,40.5,73.8,556.0,223.6,11.2,13.4,84.1,15.3,19.0,80.5,3.19,6.46,49.3,0.09,0.03,0.06,0.53,2.04,0.53,0.27,2.74,Matches
922,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Granada,es La Liga,27,1993,29.6,28.1,36.9,76.2,499.5,230.6,13.0,14.7,88.3,11.8,14.6,80.6,2.97,5.88,50.6,0.14,0.06,0.07,0.34,1.76,0.41,0.17,2.70,Matches
923,Juan Foyth\Juan-Foyth,ar ARG,DFMF,Villarreal,es La Liga,22,1998,13.0,50.0,56.5,88.6,950.8,295.5,20.7,22.7,91.2,22.4,24.2,92.4,6.62,8.15,81.1,0.00,0.02,-0.02,0.23,3.62,0.85,0.08,4.31,Matches
924,Gianluca Frabotta\Gianluca-Frabotta,it ITA,DF,Juventus,it Serie A,21,1999,7.7,52.3,62.9,83.3,905.8,289.9,21.8,24.2,90.3,25.8,29.4,88.1,3.77,6.75,55.8,0.13,0.16,-0.03,0.65,2.34,0.65,0.39,4.68,Matches
925,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,de Bundesliga,24,1995,17.1,28.5,43.2,66.1,487.2,256.4,14.3,17.8,80.0,11.6,16.4,70.7,2.28,6.78,33.6,0.06,0.12,-0.06,0.64,1.58,0.76,0.47,3.10,Matches
926,Tyrese Francois\Tyrese-Francois,au AUS,DF,Fulham,eng Premier League,20,2000,0.2,70.0,75.0,93.3,1055.0,440.0,40.0,45.0,88.9,30.0,30.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,Matches
927,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,eng Premier League,26,1994,10.3,23.6,35.8,65.9,409.7,129.1,11.6,13.4,86.2,8.25,11.6,71.4,3.01,8.54,35.2,0.19,0.20,-0.01,2.43,0.68,0.97,0.87,1.65,Matches
928,Fred\Fred,br BRA,MF,Manchester Utd,eng Premier League,27,1993,26.6,58.5,66.3,88.2,1162.1,284.2,21.4,23.5,91.2,26.6,28.8,92.5,9.40,11.5,81.7,0.00,0.09,-0.09,0.90,6.54,0.68,0.00,5.60,Matches
929,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,eng Premier League,27,1992,6.3,32.2,44.3,72.8,471.6,171.7,19.0,22.2,85.7,10.8,15.4,70.1,1.27,3.97,32.0,0.16,0.19,-0.03,2.06,1.43,2.06,1.11,2.38,Matches
930,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,28,1992,30.1,62.3,70.6,88.3,1141.2,328.6,25.8,28.1,92.0,28.8,31.6,91.1,6.84,9.04,75.7,0.10,0.10,0.00,0.96,7.31,1.53,0.13,7.51,Matches
931,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,22,1998,30.9,44.0,54.2,81.1,1040.6,361.0,12.3,13.5,91.6,20.9,23.2,90.1,10.4,16.4,63.4,0.00,0.02,-0.02,0.29,4.08,0.29,0.06,3.43,Matches
932,Marvin Friedrich\Marvin-Friedrich,de GER,DF,Union Berlin,de Bundesliga,24,1995,34.0,43.0,53.1,80.9,972.2,352.6,12.1,13.5,89.1,20.9,23.1,90.6,9.47,15.1,62.8,0.06,0.02,0.04,0.35,3.47,0.35,0.09,3.62,Matches
933,Jeremie Frimpong\Jeremie-Frimpong,nl NED,DFFW,Leverkusen,de Bundesliga,19,2000,4.8,48.3,58.1,83.2,735.0,210.6,28.8,30.8,93.2,16.3,18.1,89.7,2.50,5.63,44.4,0.00,0.13,-0.13,0.83,2.29,1.67,0.83,3.33,Matches
934,Jorge de Frutos\Jorge-de-Frutos,es ESP,MFFW,Levante,es La Liga,23,1997,24.3,20.1,29.6,67.8,349.0,114.9,9.34,12.1,77.2,7.82,10.5,74.8,2.26,4.94,45.8,0.37,0.22,0.15,1.60,1.36,1.03,0.45,2.55,Matches
935,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,34,1986,7.8,61.3,75.5,81.2,1165.1,449.1,26.2,29.4,89.1,27.9,32.8,85.2,7.05,11.9,59.1,0.00,0.00,0.00,0.13,5.38,0.26,0.13,4.23,Matches
936,Angelo Fulgini\Angelo-Fulgini,fr FRA,MF,Angers,fr Ligue 1,23,1996,30.3,43.4,53.6,81.0,761.3,215.7,21.7,24.0,90.5,15.6,18.3,85.7,5.15,9.17,56.1,0.10,0.15,-0.05,1.88,3.89,1.42,0.20,5.21,Matches
937,Niclas Füllkrug\Niclas-Fullkrug,de GER,FWMF,Werder Bremen,de Bundesliga,27,1993,9.7,15.6,26.7,58.3,251.4,55.9,8.97,13.3,67.4,4.54,8.66,52.4,1.44,2.68,53.8,0.00,0.02,-0.02,0.62,1.75,0.10,0.00,1.55,Matches
938,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Villarreal,es La Liga,29,1991,8.1,51.9,58.9,88.1,1055.4,350.0,18.6,20.2,92.1,24.6,26.8,91.7,8.27,11.1,74.4,0.00,0.00,0.00,0.00,2.59,0.12,0.00,3.09,Matches
939,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,eng Premier League,24,1995,32.6,21.5,36.1,59.5,411.0,186.0,9.48,12.1,78.0,8.25,13.6,60.7,3.28,8.74,37.5,0.09,0.06,0.03,0.52,1.81,0.55,0.43,2.39,Matches
940,Daniel Fuzato\Daniel-Fuzato,br BRA,GK,Roma,it Serie A,23,1997,5.0,22.6,30.6,73.9,647.0,370.0,3.60,3.80,94.7,11.2,11.4,98.2,7.80,15.4,50.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
941,Baptiste Gabard\Baptiste-Gabard,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2000,1.5,28.7,36.7,78.2,524.0,118.0,10.7,15.3,69.6,13.3,14.7,90.9,3.33,4.00,83.3,0.00,0.00,0.00,0.67,3.33,1.33,0.00,2.67,Matches
942,Matteo Gabbia\Matteo-Gabbia,it ITA,DF,Milan,it Serie A,20,1999,6.2,53.4,57.6,92.7,1199.2,272.6,13.2,14.2,93.2,28.7,30.0,95.7,10.5,12.1,86.7,0.00,0.00,0.00,0.16,2.90,0.00,0.00,2.26,Matches
943,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,Sampdoria,it Serie A,28,1991,9.7,17.0,23.2,73.3,280.9,85.9,8.87,11.8,75.4,6.08,7.63,79.7,1.65,2.47,66.7,0.21,0.19,0.02,1.24,2.16,0.93,0.00,3.09,Matches
944,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,DFMF,Hoffenheim,de Bundesliga,25,1995,9.1,37.1,48.6,76.5,589.8,221.1,18.8,22.2,84.7,15.1,18.9,79.7,2.53,4.95,51.1,0.22,0.21,0.01,1.10,2.42,0.77,0.11,4.18,Matches
945,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,it Serie A,26,1994,13.7,38.4,44.7,85.9,654.1,158.3,19.2,21.3,90.1,15.0,16.4,91.1,3.50,5.18,67.6,0.15,0.09,0.05,0.51,3.72,0.58,0.15,4.16,Matches
946,Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,it Serie A,30,1990,21.7,49.9,61.8,80.7,1096.0,439.9,15.0,16.9,88.8,24.7,28.5,86.8,9.68,15.1,64.0,0.09,0.05,0.04,0.74,4.52,0.97,0.51,5.44,Matches
947,Adolfo Gaich\Adolfo-Gaich,ar ARG,FW,Benevento,it Serie A,21,1999,8.5,10.6,16.6,63.8,153.8,27.6,5.65,8.24,68.6,3.06,4.59,66.7,1.06,1.29,81.8,0.00,0.04,-0.04,0.59,0.24,0.47,0.12,0.82,Matches
948,Andrey Galabinov\Andrey-Galabinov,bg BUL,FW,Spezia,it Serie A,31,1988,4.8,16.7,22.7,73.4,264.2,31.0,8.54,11.5,74.5,5.21,7.50,69.4,1.88,2.50,75.0,0.21,0.04,0.17,0.63,0.63,1.04,0.00,1.46,Matches
949,Javi Galán\Javi-Galan,es ESP,DF,Huesca,es La Liga,25,1994,34.1,41.8,53.4,78.2,747.9,276.2,19.9,22.1,90.2,16.9,20.2,83.5,4.43,9.00,49.2,0.06,0.09,-0.03,1.17,2.05,1.47,0.79,3.34,Matches
950,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,eng Premier League,20,2000,28.1,26.4,34.0,77.8,475.4,107.3,12.0,14.3,84.3,10.1,11.5,88.2,3.45,6.30,54.8,0.07,0.06,0.01,0.64,2.70,0.53,0.07,1.92,Matches
951,Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,es La Liga,33,1986,9.0,17.7,30.6,57.8,276.8,74.9,9.56,15.4,61.9,6.33,10.1,62.6,1.22,2.89,42.3,0.22,0.08,0.14,0.89,2.89,0.56,0.11,2.44,Matches
952,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,33,1987,12.0,17.5,22.1,79.2,254.3,28.1,10.3,11.8,87.2,5.67,7.58,74.7,0.83,1.08,76.9,0.08,0.10,-0.02,0.33,0.50,0.33,0.00,0.75,Matches
953,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,30,1989,17.6,89.1,96.1,92.8,1478.5,383.1,43.4,45.5,95.4,37.6,39.8,94.4,6.19,7.73,80.1,0.06,0.03,0.02,0.68,9.60,0.80,0.06,6.82,Matches
954,Ignatius Ganago\Ignatius-Ganago,cm CMR,FW,Lens,fr Ligue 1,21,1999,14.5,14.0,19.5,71.7,211.0,25.6,7.45,9.31,80.0,4.62,6.48,71.3,1.10,1.93,57.1,0.00,0.07,-0.07,0.76,0.55,0.34,0.00,0.83,Matches
955,Aleix García\Aleix-Garcia,es ESP,MF,Eibar,es La Liga,23,1997,4.9,45.9,55.3,83.0,971.4,200.0,17.3,19.8,87.6,18.8,21.0,89.3,9.18,13.3,69.2,0.20,0.16,0.04,1.63,5.10,0.82,0.41,4.08,Matches
956,Borja García\Borja-Garcia,es ESP,MFFW,Huesca,es La Liga,29,1990,12.4,38.5,45.2,85.0,644.3,122.2,20.6,22.5,91.4,13.5,15.2,88.4,3.87,5.56,69.6,0.00,0.10,-0.10,1.69,2.74,0.97,0.00,3.15,Matches
957,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,30,1990,21.3,40.7,48.6,83.6,875.6,192.7,12.3,14.6,83.9,19.8,21.9,90.4,7.89,10.8,73.4,0.05,0.02,0.03,0.33,4.46,0.09,0.05,3.52,Matches
958,David García\David-Garcia,es ESP,DF,Osasuna,es La Liga,26,1994,35.0,28.0,37.1,75.5,666.4,267.6,6.77,8.17,82.9,14.5,17.2,84.4,6.31,10.9,57.7,0.00,0.01,-0.01,0.11,2.54,0.06,0.00,3.00,Matches
959,Eric García\Eric-Garcia,es ESP,DF,Manchester City,eng Premier League,19,2001,4.3,74.9,80.0,93.6,1579.5,434.7,21.9,23.0,94.9,40.2,41.2,97.7,12.6,15.3,81.8,0.00,0.02,-0.02,0.47,6.74,0.00,0.00,3.72,Matches
960,Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,34,1986,12.5,22.2,31.1,71.5,405.8,91.7,9.84,12.3,79.9,9.12,12.4,73.5,2.48,4.48,55.4,0.00,0.02,-0.02,0.40,2.24,0.16,0.08,2.00,Matches
961,Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,es La Liga,31,1989,5.6,35.5,51.3,69.3,614.1,291.4,17.7,21.3,83.2,14.3,19.3,74.1,2.68,7.32,36.6,0.00,0.04,-0.04,0.89,2.50,0.89,0.54,3.21,Matches
962,Raúl García\Raul-Garcia,es ESP,FWMF,Athletic Club,es La Liga,34,1986,19.4,19.2,30.8,62.3,310.4,104.8,9.69,13.3,72.9,6.60,10.6,62.1,1.91,4.07,46.8,0.05,0.07,-0.02,0.93,2.84,0.93,0.00,3.66,Matches
963,Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,es La Liga,27,1993,30.2,26.6,40.1,66.3,534.7,170.9,11.7,15.3,76.6,8.77,12.6,69.6,5.36,9.87,54.4,0.17,0.17,-0.00,1.69,2.32,1.36,0.73,2.52,Matches
964,Sergi García\Sergi-Garcia,es ESP,MF,Alavés,es La Liga,21,1999,0.2,25.0,40.0,62.5,575.0,0.00,5.00,15.0,33.3,15.0,20.0,75.0,5.00,5.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
965,Unai García\Unai-Garcia,es ESP,DF,Osasuna,es La Liga,28,1992,13.8,23.9,30.5,78.4,641.7,201.0,4.28,5.07,84.3,11.8,13.7,86.2,7.75,11.2,69.0,0.00,0.01,-0.01,0.22,2.17,0.14,0.00,1.88,Matches
966,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,29,1990,20.6,45.4,53.7,84.5,793.5,306.7,19.8,21.7,90.8,21.6,24.0,89.7,3.25,5.49,59.3,0.10,0.08,0.01,0.58,2.48,1.17,0.49,2.96,Matches
967,Manuel Gasparini\Manuel-Gasparini,it ITA,GK,Udinese,it Serie A,18,2002,0.0,2,2,100.0,69,52,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
968,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,eng Premier League,29,1990,5.7,16.0,20.0,79.8,213.3,27.4,10.7,12.1,88.4,4.21,5.26,80.0,0.53,1.58,33.3,0.18,0.09,0.09,1.05,0.00,0.35,0.00,0.53,Matches
969,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Elche,es La Liga,28,1992,8.0,17.6,30.4,58.0,747.6,593.9,2.13,2.13,100.0,6.00,6.00,100.0,9.25,22.0,42.0,0.00,0.01,-0.01,0.13,2.75,0.38,0.00,0.00,Matches
970,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,eng Premier League,24,1995,0.1,60.0,90.0,66.7,1220.0,360.0,30.0,40.0,75.0,20.0,30.0,66.7,10.0,10.0,100.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,Matches
971,Yann Gboho\Yann-Gboho,fr FRA,MFFW,Rennes,fr Ligue 1,19,2001,3.4,26.8,35.3,75.8,361.5,88.5,17.6,21.2,83.3,7.65,10.6,72.2,0.59,1.18,50.0,0.00,0.06,-0.06,1.47,0.88,1.76,0.00,3.82,Matches
972,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,29,1990,25.5,18.0,23.3,77.1,480.1,288.7,4.86,4.90,99.2,7.22,7.49,96.3,5.76,10.7,53.8,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,Matches
973,Christian Gebauer\Christian-Gebauer,at AUT,MFFW,Arminia,de Bundesliga,26,1993,7.6,16.6,25.3,65.6,261.3,107.4,8.95,11.2,80.0,5.00,7.63,65.5,1.71,3.95,43.3,0.13,0.08,0.05,1.18,0.92,0.66,0.13,2.76,Matches
974,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,33,1986,33.7,34.9,45.8,76.3,619.3,289.0,15.8,18.6,85.3,15.3,19.8,77.5,3.47,5.99,57.9,0.03,0.04,-0.01,0.59,1.99,0.71,0.30,3.23,Matches
975,Emrehan Gedikli\Emrehan-Gedikli,de GER,FW,Leverkusen,de Bundesliga,17,2003,0.3,13.3,16.7,80.0,163.3,30.0,10.0,10.0,100.0,3.33,3.33,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
976,Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,de Bundesliga,22,1998,7.3,40.0,48.5,82.5,815.6,248.2,15.1,16.4,91.7,17.0,19.2,88.6,7.12,11.1,64.2,0.14,0.23,-0.10,1.92,4.38,0.68,0.00,5.48,Matches
977,Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,de Bundesliga,34,1985,11.5,32.4,41.1,78.9,565.9,158.3,15.7,17.8,88.3,11.9,14.8,80.6,3.91,6.35,61.6,0.00,0.09,-0.09,0.61,3.30,0.78,0.17,4.09,Matches
978,Yannick Gerhardt\Yannick-Gerhardt,de GER,MFFW,Wolfsburg,de Bundesliga,26,1994,21.5,26.4,35.5,74.2,458.2,131.0,11.8,15.1,78.2,10.5,13.3,79.0,2.93,4.70,62.4,0.19,0.16,0.03,1.12,2.65,0.70,0.23,2.74,Matches
979,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,30,1990,9.5,21.5,29.8,72.1,325.7,50.1,11.1,14.0,78.9,6.74,9.26,72.7,1.79,2.42,73.9,0.00,0.01,-0.01,0.21,1.16,0.21,0.11,0.84,Matches
980,Gervinho\Gervinho,ci CIV,FW,Parma,it Serie A,33,1987,22.5,19.7,24.1,81.9,291.2,64.4,11.4,13.1,87.4,7.29,8.62,84.5,0.62,0.93,66.7,0.04,0.11,-0.06,1.20,1.20,0.80,0.13,2.04,Matches
981,Willem Geubbels\Willem-Geubbels,fr FRA,FWMF,Monaco,fr Ligue 1,18,2001,3.3,22.7,32.7,69.4,403.0,66.4,8.48,13.0,65.1,9.70,13.0,74.4,3.03,3.94,76.9,0.00,0.03,-0.03,0.91,1.82,0.61,0.30,0.91,Matches
982,Hamadi Al Ghaddioui\Hamadi-Al-Ghaddioui,ma MAR,FWMF,Stuttgart,de Bundesliga,29,1990,0.5,20.0,30.0,66.7,302.0,120.0,12.0,16.0,75.0,6.00,12.0,50.0,2.00,2.00,100.0,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,Matches
983,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,eng Premier League,25,1995,17.9,24.1,34.2,70.5,390.8,108.3,13.5,16.4,82.3,7.54,10.3,73.4,2.18,4.53,48.1,0.00,0.13,-0.13,1.34,1.51,1.01,0.56,2.18,Matches
984,Paolo Ghiglione\Paolo-Ghiglione,it ITA,DFMF,Genoa,it Serie A,23,1997,15.1,26.6,39.4,67.4,495.2,181.8,12.1,13.8,88.0,10.9,15.1,71.9,3.38,8.41,40.2,0.26,0.13,0.14,1.32,0.86,1.26,0.99,2.05,Matches
985,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DFFW,Napoli,it Serie A,29,1991,3.2,65.0,81.9,79.4,1083.1,399.7,31.9,35.9,88.7,26.3,31.3,84.0,5.31,11.6,45.9,0.00,0.13,-0.13,2.19,3.75,2.50,1.25,5.63,Matches
986,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,eng Premier League,30,1989,9.0,24.8,34.3,72.2,436.6,159.6,11.4,12.9,88.8,10.8,14.7,73.5,2.33,6.00,38.9,0.00,0.03,-0.03,0.33,1.67,0.33,0.33,1.78,Matches
987,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,eng Premier League,20,2000,4.6,41.3,51.1,80.9,699.6,153.0,20.7,24.3,84.8,15.0,17.2,87.3,4.78,7.61,62.9,0.00,0.13,-0.13,1.96,3.48,0.65,0.00,4.78,Matches
988,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Union Berlin,de Bundesliga,28,1991,4.8,33.1,51.7,64.1,631.3,274.8,15.0,18.5,80.9,12.9,19.8,65.3,5.21,11.5,45.5,0.00,0.06,-0.06,0.63,3.75,0.83,0.00,5.21,Matches
989,Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,32,1987,34.0,28.6,41.1,69.6,884.3,513.6,5.03,5.12,98.3,11.7,11.9,98.3,11.8,24.0,49.2,0.00,0.00,0.00,0.00,0.50,0.03,0.00,0.03,Matches
990,David Gil\David-Gil,es ESP,GK,Cádiz,es La Liga,26,1994,4.0,11.0,30.8,35.8,590.8,470.0,0.00,0.00,,1.50,1.75,85.7,9.50,29.0,32.8,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,Matches
991,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,eng Premier League,19,2001,2.9,66.2,74.1,89.3,1291.7,183.1,26.2,27.6,95.0,30.0,33.4,89.7,9.66,12.4,77.8,0.00,0.03,-0.03,1.03,5.17,0.34,0.00,3.10,Matches
992,Álvaro Giménez\Alvaro-Gimenez,es ESP,FWMF,Cádiz,es La Liga,29,1991,4.5,12.9,20.7,62.4,197.8,35.8,7.33,10.7,68.8,4.44,6.67,66.7,0.89,1.78,50.0,0.22,0.00,0.22,0.22,1.33,0.67,0.00,1.33,Matches
993,Daniel Ginczek\Daniel-Ginczek,de GER,FWMF,Wolfsburg,de Bundesliga,29,1991,2.4,18.3,31.7,57.9,304.6,60.0,9.58,15.8,60.5,6.67,10.8,61.5,1.67,2.92,57.1,0.00,0.13,-0.13,1.67,1.67,0.83,0.00,2.92,Matches
994,Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,de Bundesliga,26,1994,34.0,59.1,68.9,85.8,1241.9,445.9,17.9,19.2,92.8,31.9,34.6,92.3,8.76,14.0,62.7,0.03,0.06,-0.03,0.32,4.91,0.56,0.12,5.38,Matches
